timestamp,event_type,stimulus,response,correct,accuracy,round
2025-04-16T20:22:43.735Z,▲,A,True,0.688,4,response
2025-04-16T20:22:45.737Z,stimulus,▲,4
2025-04-16T20:23:03.533Z,▲,A,True,0.697,4,response
2025-04-16T20:23:05.534Z,stimulus,▲,4
2025-04-16T20:23:05.658Z,▲,A,True,0.706,4,response
2025-04-16T20:23:07.659Z,stimulus,▲,4
2025-04-16T20:23:07.939Z,▲,A,True,0.714,4,response
2025-04-16T20:23:09.940Z,stimulus,▲,4
2025-04-16T20:23:10.364Z,▲,A,True,0.722,4,response
2025-04-16T20:23:12.365Z,stimulus,▲,4
2025-04-16T20:23:12.679Z,▲,L,True,0.730,4,response
2025-04-16T20:23:14.681Z,stimulus,■,4
2025-04-16T20:23:15.121Z,■,L,True,0.737,4,response
2025-04-16T20:23:17.123Z,stimulus,●,4
2025-04-16T20:23:17.524Z,●,L,True,0.744,4,response
2025-04-16T20:23:19.525Z,stimulus,■,4
2025-04-16T20:23:19.933Z,■,A,True,0.750,4,response
2025-04-16T20:23:22.667Z,round_start,5
2025-04-16T20:23:22.667Z,stimulus,●,5
2025-04-16T20:23:25.021Z,●,A,True,0.756,5,response
2025-04-16T20:23:27.022Z,stimulus,■,5
2025-04-16T20:23:28.714Z,■,A,True,0.762,5,response
2025-04-16T20:23:30.714Z,stimulus,■,5
2025-04-16T20:23:32.624Z,■,A,True,0.767,5,response
2025-04-16T20:23:34.625Z,stimulus,●,5
2025-04-16T20:23:35.665Z,●,A,False,0.750,5,response
2025-04-16T20:23:37.665Z,stimulus,●,5
2025-04-16T20:23:38.255Z,●,A,True,0.756,5,response
2025-04-16T20:23:40.255Z,stimulus,■,5
2025-04-16T20:23:40.716Z,■,A,True,0.761,5,response
2025-04-16T20:23:42.716Z,stimulus,▲,5
2025-04-16T20:23:43.334Z,▲,A,True,0.766,5,response
2025-04-16T20:23:45.335Z,stimulus,■,5
2025-04-16T20:23:46.577Z,■,A,True,0.771,5,response
2025-04-16T20:23:48.578Z,stimulus,■,5
2025-04-16T20:23:51.008Z,■,A,True,0.776,5,response
2025-04-16T20:23:53.008Z,stimulus,▲,5
2025-04-16T20:23:54.142Z,▲,A,True,0.780,5,response
2025-04-16T20:23:56.423Z,round_start,6
2025-04-16T20:23:56.423Z,stimulus,●,6
2025-04-16T20:23:59.134Z,●,A,False,0.765,6,response
2025-04-16T20:24:01.135Z,stimulus,■,6
